timestamp,packet_id,predicted_label,actual_label,probability,is_alert
2025-04-10 01:34:38.143,57,0,0,1.0000,0
2025-04-10 01:34:38.184,58,0,0,1.0000,0
2025-04-10 01:34:38.214,59,0,0,1.0000,0
2025-04-10 01:34:38.255,60,10,10,1.0000,1
2025-04-10 01:34:38.357,61,0,0,1.0000,0
2025-04-10 01:34:38.388,62,0,0,1.0000,0
2025-04-10 01:34:38.418,63,10,10,1.0000,1
2025-04-10 01:34:38.491,64,0,0,1.0000,0
2025-04-10 01:34:38.575,65,0,0,1.0000,0
2025-04-10 01:34:38.680,66,0,0,1.0000,0
2025-04-10 01:34:38.732,67,0,0,1.0000,0
2025-04-10 01:34:38.816,68,4,4,1.0000,1
2025-04-10 01:34:38.847,69,0,0,1.0000,0
2025-04-10 01:34:38.936,70,0,0,1.0000,0
2025-04-10 01:34:39.014,71,0,0,1.0000,0
2025-04-10 01:34:39.105,72,0,0,1.0000,0
2025-04-10 01:34:39.155,73,4,4,1.0000,1
2025-04-10 01:34:39.235,74,0,0,1.0000,0
2025-04-10 01:34:39.288,75,0,0,1.0000,0
2025-04-10 01:34:39.329,76,0,0,1.0000,0
2025-04-10 01:34:39.359,77,0,0,1.0000,0
2025-04-10 01:34:39.389,78,2,2,1.0000,1
2025-04-10 01:34:39.444,79,0,0,1.0000,0
2025-04-10 01:34:39.475,80,0,0,1.0000,0
2025-04-10 01:34:39.508,81,10,10,1.0000,1
2025-04-10 01:34:39.545,82,0,0,1.0000,0
2025-04-10 01:34:39.596,83,0,0,1.0000,0
2025-04-10 01:34:39.746,84,0,0,1.0000,0
2025-04-10 01:34:39.818,85,0,0,1.0000,0
2025-04-10 01:34:39.849,86,0,0,1.0000,0
2025-04-10 01:34:39.888,87,4,4,1.0000,1
2025-04-10 01:34:39.931,88,0,0,1.0000,0
2025-04-10 01:34:40.016,89,2,2,1.0000,1
2025-04-10 01:34:40.046,90,0,0,1.0000,0
2025-04-10 01:34:40.123,91,0,0,1.0000,0
2025-04-10 01:34:40.154,92,0,0,1.0000,0
2025-04-10 01:34:40.302,93,0,0,1.0000,0
2025-04-10 01:34:40.401,94,0,0,1.0000,0
2025-04-10 01:34:40.480,95,0,0,1.0000,0
2025-04-10 01:34:40.533,96,0,0,1.0000,0
2025-04-10 01:34:40.587,97,4,4,1.0000,1
2025-04-10 01:34:40.639,98,0,0,1.0000,0
2025-04-10 01:34:40.670,99,0,0,1.0000,0
2025-04-10 01:34:40.699,100,0,0,1.0000,0
2025-04-10 01:34:40.729,101,0,0,1.0000,0
2025-04-10 01:34:40.758,102,2,2,1.0000,1
2025-04-10 01:34:40.810,103,0,0,1.0000,0
2025-04-10 01:34:40.853,104,0,0,1.0000,0
2025-04-10 01:34:40.905,105,0,0,1.0000,0
2025-04-10 01:34:40.945,106,0,0,1.0000,0
2025-04-10 01:34:40.976,107,0,0,1.0000,0
2025-04-10 01:34:41.006,108,0,0,1.0000,0
2025-04-10 01:34:41.072,109,4,4,1.0000,1
2025-04-10 01:34:41.128,110,4,4,1.0000,1
2025-04-10 01:34:41.175,111,0,0,1.0000,0
2025-04-10 01:34:41.248,112,0,0,1.0000,0
2025-04-10 01:34:41.293,113,0,0,1.0000,0
2025-04-10 01:34:41.403,114,0,0,1.0000,0
2025-04-10 01:34:41.456,115,4,4,1.0000,1
2025-04-10 01:34:41.497,116,0,0,1.0000,0
2025-04-10 01:34:41.550,117,0,0,1.0000,0
2025-04-10 01:34:41.593,118,0,0,1.0000,0
2025-04-10 01:34:41.623,119,0,0,1.0000,0
2025-04-10 01:34:41.790,120,0,0,1.0000,0
2025-04-10 01:34:41.836,121,10,10,1.0000,1
2025-04-10 01:34:41.979,122,0,0,1.0000,0
2025-04-10 01:34:42.135,123,4,4,1.0000,1
2025-04-10 01:34:42.192,124,0,0,1.0000,0
2025-04-10 01:34:42.263,125,0,0,1.0000,0
2025-04-10 01:34:42.328,126,0,0,1.0000,0
2025-04-10 01:34:42.371,127,0,0,1.0000,0
2025-04-10 01:34:42.412,128,0,0,1.0000,0
2025-04-10 01:34:42.441,129,4,4,1.0000,1
2025-04-10 01:34:42.482,130,0,0,1.0000,0
2025-04-10 01:34:42.511,131,0,0,1.0000,0
2025-04-10 01:34:42.540,132,0,0,1.0000,0
2025-04-10 01:34:42.569,133,0,0,1.0000,0
2025-04-10 01:34:42.611,134,0,0,1.0000,0
2025-04-10 01:34:42.641,135,0,0,1.0000,0
2025-04-10 01:34:42.726,136,0,0,1.0000,0
2025-04-10 01:34:42.871,137,10,0,1.0000,1
2025-04-10 01:34:42.948,138,0,0,1.0000,0
2025-04-10 01:34:42.979,139,0,0,1.0000,0
2025-04-10 01:34:43.009,140,0,0,1.0000,0
2025-04-10 01:34:43.052,141,0,0,1.0000,0
2025-04-10 01:34:43.168,142,0,0,1.0000,0
2025-04-10 01:34:43.199,143,10,10,1.0000,1
2025-04-10 01:34:43.246,144,0,0,1.0000,0
2025-04-10 01:34:43.276,145,0,0,1.0000,0
2025-04-10 01:34:43.450,146,0,0,1.0000,0
2025-04-10 01:34:43.530,147,0,0,1.0000,0
2025-04-10 01:34:43.605,148,0,0,1.0000,0
2025-04-10 01:34:43.647,149,0,0,1.0000,0
2025-04-10 01:34:43.677,150,0,0,1.0000,0
2025-04-10 01:34:43.720,151,2,2,1.0000,1
2025-04-10 01:34:43.749,152,0,0,1.0000,0
2025-04-10 01:34:43.779,153,0,0,1.0000,0
2025-04-10 01:34:43.807,154,0,0,1.0000,0
2025-04-10 01:34:43.836,155,0,0,1.0000,0
2025-04-10 01:34:43.865,156,0,0,1.0000,0
2025-04-10 01:34:43.953,157,0,0,1.0000,0
2025-04-10 01:34:44.001,158,0,0,1.0000,0
2025-04-10 01:34:44.032,159,0,0,1.0000,0
2025-04-10 01:34:44.073,160,0,0,1.0000,0
2025-04-10 01:34:44.121,161,0,0,1.0000,0
2025-04-10 01:34:44.168,162,0,0,1.0000,0
2025-04-10 01:34:44.198,163,0,0,1.0000,0
2025-04-10 01:34:44.270,164,0,0,1.0000,0
2025-04-10 01:34:44.331,165,0,0,1.0000,0
2025-04-10 01:34:44.362,166,0,0,1.0000,0
2025-04-10 01:34:44.391,167,0,0,1.0000,0
2025-04-10 01:34:44.530,168,0,0,1.0000,0
2025-04-10 01:34:44.659,169,0,0,1.0000,0
2025-04-10 01:34:44.749,170,4,4,1.0000,1
2025-04-10 01:34:44.818,171,0,0,1.0000,0
2025-04-10 01:34:44.870,172,0,0,1.0000,0
2025-04-10 01:34:44.922,173,0,0,1.0000,0
2025-04-10 01:34:44.952,174,0,0,1.0000,0
2025-04-10 01:34:44.994,175,0,0,1.0000,0
2025-04-10 01:34:45.035,176,0,0,1.0000,0
2025-04-10 01:34:45.064,177,0,0,1.0000,0
2025-04-10 01:34:45.107,178,0,0,1.0000,0
2025-04-10 01:34:45.137,179,0,0,1.0000,0
2025-04-10 01:34:45.207,180,0,0,1.0000,0
2025-04-10 01:34:45.347,181,0,0,1.0000,0
2025-04-10 01:34:45.441,182,0,0,1.0000,0
2025-04-10 01:34:45.496,183,0,0,1.0000,0
2025-04-10 01:34:45.575,184,10,10,1.0000,1
2025-04-10 01:34:45.608,185,0,0,1.0000,0
2025-04-10 01:34:45.648,186,0,0,1.0000,0
2025-04-10 01:34:45.691,187,0,0,1.0000,0
2025-04-10 01:34:45.732,188,0,0,1.0000,0
2025-04-10 01:34:45.761,189,0,0,1.0000,0
2025-04-10 01:34:45.979,190,0,0,1.0000,0
2025-04-10 01:34:46.042,191,2,2,1.0000,1
2025-04-10 01:34:46.111,192,0,0,1.0000,0
2025-04-10 01:34:46.154,193,0,0,1.0000,0
2025-04-10 01:34:46.194,194,0,0,1.0000,0
2025-04-10 01:34:46.223,195,4,4,1.0000,1
2025-04-10 01:34:46.252,196,0,0,1.0000,0
2025-04-10 01:34:46.293,197,0,0,1.0000,0
2025-04-10 01:34:46.323,198,0,0,1.0000,0
2025-04-10 01:34:46.451,199,0,0,1.0000,0
2025-04-10 01:34:46.548,200,4,4,1.0000,1
2025-04-10 01:34:46.579,201,0,0,1.0000,0
2025-04-10 01:34:46.608,202,0,0,1.0000,0
2025-04-10 01:34:46.638,203,0,0,1.0000,0
2025-04-10 01:34:46.668,204,0,0,1.0000,0
2025-04-10 01:34:46.875,205,0,0,1.0000,0
2025-04-10 01:34:46.939,206,0,0,1.0000,0
2025-04-10 01:34:46.968,207,0,0,1.0000,0
2025-04-10 01:34:46.998,208,10,10,1.0000,1
2025-04-10 01:34:47.050,209,0,0,1.0000,0
2025-04-10 01:34:47.178,210,0,0,1.0000,0
2025-04-10 01:34:47.253,211,0,0,1.0000,0
2025-04-10 01:34:47.338,212,0,0,1.0000,0
2025-04-10 01:34:47.390,213,0,0,1.0000,0
2025-04-10 01:34:47.421,214,0,0,1.0000,0
2025-04-10 01:34:47.453,215,0,0,0.9900,0
2025-04-10 01:34:47.507,216,4,4,1.0000,1
2025-04-10 01:34:47.572,217,10,10,1.0000,1
2025-04-10 01:34:47.614,218,2,2,1.0000,1
2025-04-10 01:34:47.680,219,0,0,1.0000,0
2025-04-10 01:34:47.732,220,0,0,1.0000,0
2025-04-10 01:34:47.774,221,0,0,1.0000,0
2025-04-10 01:34:47.803,222,0,0,1.0000,0
2025-04-10 01:34:47.833,223,0,0,1.0000,0
2025-04-10 01:34:47.940,224,0,0,1.0000,0
2025-04-10 01:34:48.037,225,0,0,1.0000,0
2025-04-10 01:34:48.076,226,0,0,1.0000,0
2025-04-10 01:34:48.157,227,0,0,1.0000,0
2025-04-10 01:34:48.251,228,0,0,1.0000,0
2025-04-10 01:34:48.293,229,0,0,1.0000,0
2025-04-10 01:34:48.345,230,0,0,1.0000,0
2025-04-10 01:34:48.458,231,0,0,1.0000,0
2025-04-10 01:34:48.523,232,0,0,1.0000,0
2025-04-10 01:34:48.592,233,0,0,1.0000,0
2025-04-10 01:34:48.634,234,0,0,1.0000,0
2025-04-10 01:34:48.663,235,0,0,1.0000,0
2025-04-10 01:34:48.704,236,3,3,1.0000,1
2025-04-10 01:34:48.875,237,0,0,1.0000,0
2025-04-10 01:34:48.907,238,0,0,1.0000,0
2025-04-10 01:34:48.937,239,0,0,1.0000,0
2025-04-10 01:34:49.035,240,0,0,1.0000,0
2025-04-10 01:34:49.113,241,0,0,1.0000,0
2025-04-10 01:34:49.156,242,10,10,1.0000,1
2025-04-10 01:34:49.209,243,0,0,1.0000,0
2025-04-10 01:34:49.252,244,0,0,1.0000,0
2025-04-10 01:34:49.304,245,0,0,1.0000,0
2025-04-10 01:34:49.346,246,2,2,1.0000,1
2025-04-10 01:34:49.386,247,0,0,1.0000,0
2025-04-10 01:34:49.415,248,4,4,1.0000,1
2025-04-10 01:34:49.451,249,4,4,1.0000,1
2025-04-10 01:34:49.523,250,0,0,1.0000,0
2025-04-10 01:34:49.591,251,4,4,1.0000,1
2025-04-10 01:34:49.750,252,0,0,1.0000,0
2025-04-10 01:34:49.822,253,0,0,1.0000,0
2025-04-10 01:34:49.893,254,0,0,1.0000,0
2025-04-10 01:34:49.945,255,4,4,1.0000,1
2025-04-10 01:34:49.988,256,0,0,1.0000,0
2025-04-10 01:34:50.029,257,0,0,1.0000,0
2025-04-10 01:34:50.058,258,0,0,1.0000,0
2025-04-10 01:34:50.123,259,4,4,1.0000,1
2025-04-10 01:34:50.167,260,0,0,1.0000,0
2025-04-10 01:34:50.238,261,0,0,1.0000,0
2025-04-10 01:34:50.346,262,10,10,1.0000,1
2025-04-10 01:34:50.430,263,0,0,1.0000,0
2025-04-10 01:34:50.461,264,0,0,1.0000,0
2025-04-10 01:34:50.500,265,0,0,1.0000,0
2025-04-10 01:34:50.611,266,0,0,1.0000,0
2025-04-10 01:34:50.710,267,0,0,1.0000,0
2025-04-10 01:34:50.800,268,0,0,1.0000,0
2025-04-10 01:34:50.830,269,10,10,1.0000,1
2025-04-10 01:34:50.858,270,0,0,1.0000,0
2025-04-10 01:34:50.993,271,0,0,1.0000,0
2025-04-10 01:34:51.081,272,4,4,1.0000,1
2025-04-10 01:34:51.153,273,0,0,1.0000,0
2025-04-10 01:34:51.219,274,10,10,1.0000,1
2025-04-10 01:34:51.249,275,0,0,1.0000,0
2025-04-10 01:34:51.279,276,0,0,1.0000,0
2025-04-10 01:34:51.309,277,10,10,1.0000,1
2025-04-10 01:34:51.337,278,0,0,1.0000,0
2025-04-10 01:34:51.366,279,0,0,1.0000,0
2025-04-10 01:34:51.397,280,0,0,1.0000,0
2025-04-10 01:34:51.426,281,10,10,1.0000,1
2025-04-10 01:34:51.456,282,0,0,1.0000,0
2025-04-10 01:34:51.485,283,7,7,1.0000,1
2025-04-10 01:34:51.648,284,0,0,1.0000,0
2025-04-10 01:34:51.723,285,0,0,1.0000,0
2025-04-10 01:34:51.754,286,0,0,1.0000,0
2025-04-10 01:34:51.793,287,0,0,1.0000,0
2025-04-10 01:34:51.822,288,0,0,1.0000,0
2025-04-10 01:34:51.852,289,2,2,1.0000,1
2025-04-10 01:34:51.907,290,4,4,1.0000,1
2025-04-10 01:34:51.961,291,10,10,0.9732,1
2025-04-10 01:34:52.002,292,5,5,1.0000,1
2025-04-10 01:34:52.055,293,0,0,1.0000,0
2025-04-10 01:34:52.086,294,4,4,1.0000,1
2025-04-10 01:34:52.127,295,0,0,1.0000,0
2025-04-10 01:34:52.278,296,0,0,1.0000,0
2025-04-10 01:34:52.366,297,0,0,1.0000,0
2025-04-10 01:34:52.456,298,0,0,1.0000,0
2025-04-10 01:34:52.518,299,10,10,1.0000,1
2025-04-10 01:34:52.548,300,0,0,1.0000,0
2025-04-10 01:34:52.577,301,0,0,1.0000,0
2025-04-10 01:34:52.607,302,0,0,1.0000,0
2025-04-10 01:34:52.636,303,10,10,1.0000,1
2025-04-10 01:34:52.665,304,0,0,1.0000,0
2025-04-10 01:34:52.694,305,0,0,1.0000,0
2025-04-10 01:34:52.724,306,0,0,1.0000,0
2025-04-10 01:34:52.753,307,0,0,1.0000,0
2025-04-10 01:34:52.892,308,0,0,1.0000,0
2025-04-10 01:34:53.001,309,2,2,1.0000,1
2025-04-10 01:34:53.058,310,2,2,1.0000,1
2025-04-10 01:34:53.131,311,0,0,1.0000,0
2025-04-10 01:34:53.176,312,0,0,1.0000,0
2025-04-10 01:34:53.204,313,0,0,1.0000,0
2025-04-10 01:34:53.255,314,0,0,1.0000,0
2025-04-10 01:34:53.298,315,10,10,1.0000,1
2025-04-10 01:34:53.342,316,0,0,1.0000,0
2025-04-10 01:34:53.422,317,0,0,1.0000,0
2025-04-10 01:34:53.451,318,0,0,1.0000,0
2025-04-10 01:34:53.479,319,10,10,1.0000,1
2025-04-10 01:34:53.551,320,0,0,1.0000,0
2025-04-10 01:34:53.647,321,0,0,1.0000,0
2025-04-10 01:34:53.726,322,0,0,1.0000,0
2025-04-10 01:34:53.801,323,0,0,1.0000,0
2025-04-10 01:34:53.844,324,3,3,1.0000,1
2025-04-10 01:34:53.883,325,0,0,1.0000,0
2025-04-10 01:34:54.022,326,0,0,1.0000,0
2025-04-10 01:34:54.064,327,2,2,1.0000,1
2025-04-10 01:34:54.137,328,0,0,1.0000,0
2025-04-10 01:34:54.167,329,0,0,1.0000,0
2025-04-10 01:34:54.208,330,0,0,1.0000,0
2025-04-10 01:34:54.248,331,0,0,1.0000,0
2025-04-10 01:34:54.279,332,0,0,1.0000,0
2025-04-10 01:34:54.309,333,0,0,1.0000,0
2025-04-10 01:34:54.404,334,0,0,1.0000,0
2025-04-10 01:34:54.475,335,0,0,1.0000,0
2025-04-10 01:34:54.588,336,0,0,1.0000,0
2025-04-10 01:34:54.630,337,0,0,1.0000,0
2025-04-10 01:34:54.743,338,2,2,1.0000,1
2025-04-10 01:34:54.898,339,0,0,1.0000,0
2025-04-10 01:34:54.991,340,0,0,1.0000,0
2025-04-10 01:34:55.079,341,0,0,1.0000,0
2025-04-10 01:34:55.126,342,0,0,1.0000,0
2025-04-10 01:34:55.156,343,0,0,1.0000,0
2025-04-10 01:34:55.187,344,0,0,1.0000,0
2025-04-10 01:34:55.217,345,0,0,1.0000,0
2025-04-10 01:34:55.246,346,0,0,1.0000,0
2025-04-10 01:34:55.288,347,0,0,1.0000,0
2025-04-10 01:34:55.318,348,0,0,1.0000,0
2025-04-10 01:34:55.347,349,0,0,1.0000,0
2025-04-10 01:34:55.377,350,0,0,1.0000,0
2025-04-10 01:34:55.408,351,0,0,1.0000,0
2025-04-10 01:34:55.438,352,0,0,1.0000,0
2025-04-10 01:34:55.469,353,0,0,1.0000,0
2025-04-10 01:34:55.531,354,4,4,1.0000,1
2025-04-10 01:34:55.572,355,0,0,1.0000,0
2025-04-10 01:34:55.712,356,0,0,1.0000,0
2025-04-10 01:34:55.753,357,0,0,1.0000,0
2025-04-10 01:34:55.783,358,0,0,1.0000,0
2025-04-10 01:34:55.812,359,2,2,1.0000,1
2025-04-10 01:34:55.841,360,0,0,1.0000,0
2025-04-10 01:34:55.870,361,0,0,1.0000,0
2025-04-10 01:34:55.913,362,0,0,1.0000,0
2025-04-10 01:34:56.031,363,0,0,1.0000,0
2025-04-10 01:34:56.216,364,0,0,1.0000,0
2025-04-10 01:34:56.309,365,0,0,1.0000,0
2025-04-10 01:34:56.374,366,0,0,1.0000,0
2025-04-10 01:34:56.440,367,0,0,1.0000,0
2025-04-10 01:34:56.496,368,0,0,1.0000,0
2025-04-10 01:34:56.538,369,0,0,1.0000,0
2025-04-10 01:34:56.568,370,0,0,1.0000,0
2025-04-10 01:34:56.619,371,0,0,1.0000,0
2025-04-10 01:34:56.676,372,0,0,1.0000,0
2025-04-10 01:34:56.798,373,0,0,1.0000,0
2025-04-10 01:34:56.871,374,0,0,1.0000,0
2025-04-10 01:34:56.912,375,0,0,1.0000,0
2025-04-10 01:34:56.942,376,10,10,1.0000,1
2025-04-10 01:34:56.985,377,0,0,1.0000,0
2025-04-10 01:34:57.015,378,0,0,1.0000,0
2025-04-10 01:34:57.045,379,10,10,1.0000,1
2025-04-10 01:34:57.075,380,0,0,1.0000,0
2025-04-10 01:34:57.104,381,0,0,1.0000,0
2025-04-10 01:34:57.133,382,0,0,1.0000,0
2025-04-10 01:34:57.245,383,0,0,0.9000,0
2025-04-10 01:34:57.275,384,0,0,1.0000,0
2025-04-10 01:34:57.364,385,0,0,1.0000,0
2025-04-10 01:34:57.536,386,0,0,0.9800,0
2025-04-10 01:34:57.620,387,0,0,1.0000,0
2025-04-10 01:34:57.682,388,0,0,1.0000,0
2025-04-10 01:34:57.759,389,0,0,1.0000,0
2025-04-10 01:34:57.802,390,10,10,1.0000,1
2025-04-10 01:34:57.832,391,0,0,1.0000,0
2025-04-10 01:34:57.863,392,0,0,1.0000,0
2025-04-10 01:34:57.893,393,4,4,1.0000,1
2025-04-10 01:34:57.922,394,10,10,1.0000,1
2025-04-10 01:34:58.060,395,0,0,1.0000,0
2025-04-10 01:34:58.122,396,0,0,1.0000,0
2025-04-10 01:34:58.224,397,4,4,1.0000,1
2025-04-10 01:34:58.266,398,10,10,1.0000,1
2025-04-10 01:34:58.347,399,10,10,1.0000,1
2025-04-10 01:34:58.381,400,0,0,1.0000,0
2025-04-10 01:34:58.411,401,6,6,1.0000,1
2025-04-10 01:34:58.443,402,0,0,1.0000,0
2025-04-10 01:34:58.472,403,0,0,1.0000,0
2025-04-10 01:34:58.501,404,0,0,1.0000,0
2025-04-10 01:34:58.530,405,0,0,1.0000,0
2025-04-10 01:34:58.560,406,0,0,1.0000,0
2025-04-10 01:34:58.666,407,7,7,1.0000,1
2025-04-10 01:34:58.711,408,10,10,1.0000,1
2025-04-10 01:34:58.752,409,4,4,1.0000,1
2025-04-10 01:34:58.881,410,0,0,1.0000,0
2025-04-10 01:34:58.958,411,0,0,1.0000,0
2025-04-10 01:34:59.038,412,4,4,1.0000,1
2025-04-10 01:34:59.095,413,0,0,1.0000,0
2025-04-10 01:34:59.148,414,2,2,1.0000,1
2025-04-10 01:34:59.178,415,4,4,1.0000,1
2025-04-10 01:34:59.218,416,4,4,1.0000,1
2025-04-10 01:34:59.248,417,0,0,1.0000,0
2025-04-10 01:34:59.278,418,0,0,1.0000,0
2025-04-10 01:34:59.307,419,0,0,1.0000,0
2025-04-10 01:34:59.348,420,0,0,1.0000,0
2025-04-10 01:34:59.379,421,3,3,1.0000,1
2025-04-10 01:34:59.409,422,0,0,1.0000,0
2025-04-10 01:34:59.438,423,0,0,1.0000,0
2025-04-10 01:34:59.467,424,0,0,1.0000,0
2025-04-10 01:34:59.513,425,0,0,1.0000,0
2025-04-10 01:34:59.640,426,0,0,1.0000,0
2025-04-10 01:34:59.689,427,2,2,1.0000,1
2025-04-10 01:34:59.718,428,0,0,1.0000,0
2025-04-10 01:34:59.759,429,4,4,1.0000,1
2025-04-10 01:34:59.801,430,10,10,1.0000,1
2025-04-10 01:34:59.844,431,0,0,1.0000,0
2025-04-10 01:34:59.987,432,0,0,1.0000,0
2025-04-10 01:35:00.060,433,0,0,1.0000,0
2025-04-10 01:35:00.184,434,0,0,1.0000,0
2025-04-10 01:35:00.253,435,0,0,1.0000,0
2025-04-10 01:35:00.328,436,0,0,1.0000,0
2025-04-10 01:35:00.392,437,0,0,1.0000,0
2025-04-10 01:35:00.445,438,0,0,1.0000,0
2025-04-10 01:35:00.476,439,0,0,1.0000,0
2025-04-10 01:35:00.530,440,0,0,1.0000,0
2025-04-10 01:35:00.572,441,0,0,1.0000,0
2025-04-10 01:35:00.613,442,10,10,1.0000,1
2025-04-10 01:35:00.644,443,4,4,1.0000,1
2025-04-10 01:35:00.700,444,0,0,1.0000,0
2025-04-10 01:35:00.741,445,2,2,1.0000,1
2025-04-10 01:35:00.772,446,0,0,1.0000,0
2025-04-10 01:35:00.824,447,0,0,1.0000,0
2025-04-10 01:35:00.877,448,0,0,1.0000,0
2025-04-10 01:35:00.931,449,0,0,1.0000,0
2025-04-10 01:35:00.961,450,0,0,1.0000,0
2025-04-10 01:35:00.992,451,0,0,1.0000,0
2025-04-10 01:35:01.033,452,0,0,1.0000,0
2025-04-10 01:35:01.076,453,0,0,1.0000,0
2025-04-10 01:35:01.128,454,0,0,1.0000,0
2025-04-10 01:35:01.204,455,0,0,1.0000,0
2025-04-10 01:35:01.261,456,0,0,1.0000,0
2025-04-10 01:35:01.314,457,0,0,1.0000,0
2025-04-10 01:35:01.346,458,0,0,1.0000,0
2025-04-10 01:35:01.387,459,0,0,1.0000,0
2025-04-10 01:35:01.470,460,4,4,1.0000,1
2025-04-10 01:35:01.561,461,0,0,1.0000,0
2025-04-10 01:35:01.648,462,0,0,1.0000,0
2025-04-10 01:35:01.716,463,0,0,1.0000,0
2025-04-10 01:35:01.746,464,0,0,1.0000,0
2025-04-10 01:35:01.776,465,0,0,1.0000,0
2025-04-10 01:35:01.832,466,0,0,1.0000,0
2025-04-10 01:35:01.914,467,0,0,1.0000,0
2025-04-10 01:35:01.955,468,0,0,1.0000,0
2025-04-10 01:35:01.995,469,4,4,1.0000,1
2025-04-10 01:35:02.036,470,0,0,1.0000,0
2025-04-10 01:35:02.078,471,0,0,1.0000,0
2025-04-10 01:35:02.109,472,0,0,1.0000,0
2025-04-10 01:35:02.149,473,0,0,1.0000,0
2025-04-10 01:35:02.231,474,0,0,1.0000,0
2025-04-10 01:35:02.272,475,0,0,1.0000,0
2025-04-10 01:35:02.304,476,0,0,1.0000,0
2025-04-10 01:35:02.352,477,0,0,1.0000,0
2025-04-10 01:35:02.382,478,0,0,1.0000,0
2025-04-10 01:35:02.447,479,0,0,1.0000,0
2025-04-10 01:35:02.625,480,0,0,1.0000,0
2025-04-10 01:35:02.670,481,0,0,1.0000,0
2025-04-10 01:35:02.711,482,4,4,1.0000,1
2025-04-10 01:35:02.830,483,0,0,1.0000,0
2025-04-10 01:35:02.904,484,0,0,1.0000,0
2025-04-10 01:35:02.985,485,0,0,1.0000,0
2025-04-10 01:35:03.028,486,10,10,1.0000,1
2025-04-10 01:35:03.057,487,0,0,1.0000,0
2025-04-10 01:35:03.088,488,0,0,1.0000,0
2025-04-10 01:35:03.132,489,0,0,1.0000,0
2025-04-10 01:35:03.244,490,0,0,1.0000,0
2025-04-10 01:35:03.362,491,0,0,1.0000,0
2025-04-10 01:35:03.455,492,0,0,1.0000,0
2025-04-10 01:35:03.499,493,0,0,1.0000,0
2025-04-10 01:35:03.544,494,4,4,1.0000,1
2025-04-10 01:35:03.702,495,0,0,1.0000,0
2025-04-10 01:35:03.788,496,0,0,1.0000,0
